128	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	1	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	1	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	6	7	7	5	5	0	0	0	1	0	0	0	0	0	0	0	6	7	7	5	5	0	0	0	1	0	0	0	0	0	0	0	6	7	7	5	5	0	0	0	1	0	0	0	0	0	0	0	6	7	7	5	5	0	0	0	1	0	0	0	0	0	0	0	6	7	7	5	5	0	0	0	1	0	0	0	0	0	0	0	6	7	7	5	5	0	0	0	1	0	0	0	0	0	0	0	6	7	7	5	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	8	9	9	5	5	0	0	0	2	3	0	0	0	0	0	0	8	9	9	5	5	0	0	0	2	3	0	0	0	0	0	0	8	9	9	5	5	0	0	0	2	3	0	0	0	0	0	0	8	9	9	5	5	0	0	0	2	3	0	0	0	0	0	0	8	9	9	5	5	0	0	0	2	3	0	0	0	0	0	0	8	9	9	5	5	0	0	0	2	3	0	0	0	0	0	0	8	9	9	5	5	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	8	9	9	5	5	1	0	0	4	5	1	0	0	0	0	0	8	9	9	5	5	1	0	0	4	5	1	0	0	0	0	0	8	9	9	5	5	1	0	0	4	5	1	0	0	0	0	0	8	9	9	5	5	1	0	0	4	5	1	0	0	0	0	0	8	9	9	5	5	1	0	0	4	5	1	0	0	0	0	0	8	9	9	5	5	1	0	0	4	5	1	0	0	0	0	0	8	9	9	5	5	1	0	0	4	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
